,lr_history,train_loss_history,train_epoch_loss_history,rmse_train_history,val_loss_history,val_epoch_loss_history,rmse_val_history
33,5.962820063135742e-07,36.123146,,,2.5881803,,
34,6.138197123816205e-07,32.84724,,,3.0739727,,
35,6.313574184496668e-07,30.702396,,,2.4721253,,
36,6.488951245177131e-07,2.5209768,,,5.2430644,,
37,6.664328305857595e-07,9.062374,,,15.283386,,
38,6.839705366538057e-07,107.09422,,,9.3584175,,
39,7.01508242721852e-07,9.643517,,,2.561552,,
40,7.190459487898984e-07,60.066635,,,2.4314926,,
41,7.365836548579446e-07,10.853654,,,7.778785,,
42,7.541213609259909e-07,4.642318,,,8.868083,,
43,7.716590669940372e-07,114.61924,,,0.9911087,,
44,7.891967730620834e-07,46.79893,,,8.475649,,
45,8.067344791301299e-07,7.735507,,,9.824745,,
46,8.242721851981762e-07,61.32884,,,4.630789,,
47,8.418098912662225e-07,9.523253,,,2.968511,,
48,8.593475973342688e-07,12.063062,,,3.15723,,
49,8.768853034023149e-07,45.473343,,,11.84619,,
50,8.944230094703613e-07,10.536245,,,4.3923855,,
51,9.119607155384076e-07,155.68262,,,16.6457,,
52,9.294984216064539e-07,146.45792,,,12.587164,,
53,9.470361276745002e-07,22.67266,,,8.612073,,
54,9.645738337425467e-07,10.920474,,,3.174499,,
55,9.821115398105929e-07,1.8143787,,,6.2732053,,
56,9.99649245878639e-07,8.582301,,,3.680266,,
57,1.0171869519466853e-06,2.091727,,,8.32088,,
58,1.0347246580147317e-06,14.880313,,,4.108196,,
59,1.0522623640827781e-06,5.699636,,,4.5141025,,
60,1.0698000701508243e-06,153.6536,,,7.620921,,
61,1.0873377762188707e-06,80.77429,,,3.9923332,,
62,1.104875482286917e-06,7.99869,,,7.521038,,
63,1.1224131883549632e-06,51.860504,,,4.279852,,
64,1.1399508944230096e-06,29.01028,,,2.9889023,,
65,1.1574886004910558e-06,6.7996807,,,16.601238,,
66,1.1750263065591022e-06,7.8873487,,,5.5806837,,
67,1.1925640126271484e-06,140.05157,,,4.86455,,
68,1.2101017186951948e-06,83.12226,,,3.6490815,,
69,1.227639424763241e-06,135.94627,,,4.263145,,
70,1.2451771308312872e-06,81.32905,,,9.544302,,
71,1.2627148368993337e-06,57.79664,,,1.6249012,,
72,1.2802525429673799e-06,3.2887158,,,10.144571,,
73,1.2977902490354263e-06,160.20593,,,3.571216,,
74,1.3153279551034725e-06,148.55554,,,6.6724772,,
75,1.332865661171519e-06,12.169808,,,24.572153,,
76,1.3504033672395651e-06,31.690273,,,0.93227965,,
77,1.3679410733076113e-06,169.3032,,,2.1349716,,
78,1.3854787793756577e-06,16.182032,,,2.6342437,,
79,1.403016485443704e-06,5.3860254,,,7.763929,,
80,1.4205541915117504e-06,6.6663084,,,2.0178223,,
81,1.4380918975797968e-06,2.6004272,,,8.312362,,
82,1.455629603647843e-06,12.281636,,,10.0449095,,
83,1.4731673097158892e-06,0.8277259,,,12.390897,,
84,1.4907050157839354e-06,24.396627,,,7.804118,,
85,1.5082427218519818e-06,87.077934,,,3.8749223,,
86,1.5257804279200282e-06,71.300316,,,7.2311773,,
87,1.5433181339880745e-06,16.282505,,,29.419918,,
88,1.5608558400561209e-06,140.38254,,,5.0613403,,
89,1.5783935461241669e-06,117.181175,,,5.8459034,,
90,1.5959312521922135e-06,6.1552076,,,21.450438,,
91,1.6134689582602597e-06,79.63945,,,19.413406,,
92,1.6310066643283061e-06,91.2464,,,6.548356,,
93,1.6485443703963523e-06,153.77003,,,14.365736,,
94,1.6660820764643983e-06,54.06968,,,20.718374,,
95,1.683619782532445e-06,20.68844,,,10.484049,,
96,1.7011574886004912e-06,2.6944704,,,6.841974,,
97,1.7186951946685376e-06,140.80894,,,8.336055,,
98,1.7362329007365838e-06,5.7604275,,,3.6138515,,
99,1.7537706068046298e-06,8.283381,,,7.7225485,,
