day,mixed_setting,mixed_time,night,rural,urban
-0.010904396,0.5761913,-0.4073721,-0.55192494,-0.4663482,0.63022155
2.1730144,-0.44900593,0.054651327,0.0062231557,0.07886179,0.3458116
0.4520902,0.27995238,-1.0653968,2.6622252,-0.68889284,1.2788777
-0.9779635,0.12843914,-0.56805146,0.37983364,1.8203068,1.642765
0.05456638,1.652711,-1.9799633,4.448895,-1.0699533,-0.26734555
-0.16588138,1.7707537,0.8649034,-0.3596183,-0.5333011,-0.019997085
-0.5648771,-0.44418085,-0.9751119,1.2788777,-0.8164791,-0.3374254
0.24376944,0.036626887,-0.09184555,-0.099285334,1.2196873,-0.103803076
0.26184553,1.8754264,0.8082726,-0.47544944,0.15712507,0.94408065
0.22315252,0.38326067,1.5253972,-0.02297334,-1.0336182,3.7610414
-1.1874487,-0.49484292,-1.2566113,1.5336062,-0.6226861,0.48454213
-0.7117885,-0.5664839,0.10512173,-0.37886375,1.0774931,-1.1251917
0.2756203,1.1692964,-2.0668979,0.69969136,0.034519773,1.221499
-0.43109655,0.8571494,-0.08299363,2.24175,-0.11657638,0.30936316
0.1526069,-0.6776623,-0.8226655,1.1394325,-2.1433065,-1.0001992
-1.7184533,0.50238645,-0.24097419,-0.04366113,0.090926886,-0.1438918
-0.6492483,0.9552634,-0.16363767,-0.38954252,0.22315252,0.74204534
0.016421482,0.3826135,0.4134006,2.7769597,-0.18128175,2.6622252
-0.43528792,-1.1920387,0.7028179,-0.31117657,-0.7512934,1.4546646
